Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
MANHEIM,5,DODGE,SILVER,Alloy,62897,'MEDIUM SUV',7524,8626,YES
MANHEIM,4,GMC,WHITE,Alloy,90122,'LARGE TRUCK',11861,16443,NO
OTHER,4,CHRYSLER,SILVER,Alloy,77087,CROSSOVER,6799,7843,NO
MANHEIM,5,SUZUKI,WHITE,Covers,63558,MEDIUM,3095,5383,NO
OTHER,8,GMC,BEIGE,Alloy,87897,'MEDIUM SUV',5998,9496,NO
ADESA,6,TOYOTA,WHITE,Covers,85266,MEDIUM,5998,9514,YES
ADESA,4,CHRYSLER,BLUE,Alloy,60786,CROSSOVER,8103,9251,NO
ADESA,4,MERCURY,BLACK,Covers,54570,MEDIUM,7145,11129,NO
OTHER,4,JEEP,SILVER,Special,65198,'SMALL SUV',5622,6572,YES
OTHER,4,HONDA,BLACK,Covers,56326,MEDIUM,8214,9371,NO
MANHEIM,4,FORD,SILVER,Alloy,71500,MEDIUM,4021,4843,NO
MANHEIM,3,DODGE,RED,Covers,78305,MEDIUM,7128,11068,NO
MANHEIM,5,CHRYSLER,BLACK,Special,76433,MEDIUM,4237,5076,NO
MANHEIM,3,DODGE,GREY,Covers,81327,SPECIALTY,8110,9259,NO
MANHEIM,4,JEEP,SILVER,Alloy,70975,'MEDIUM SUV',8053,11250,YES
ADESA,7,NISSAN,SILVER,NULL,85939,'MEDIUM SUV',4538,5401,YES
MANHEIM,3,DODGE,WHITE,Covers,79994,SPECIALTY,7499,8599,NO
OTHER,3,CHRYSLER,BLUE,Covers,75775,MEDIUM,8454,11532,YES
MANHEIM,2,CHEVROLET,SILVER,Alloy,82884,LARGE,8214,9371,NO
MANHEIM,6,MERCURY,BLUE,Covers,89215,LARGE,4790,8368,YES
OTHER,3,DODGE,BLUE,Covers,62517,MEDIUM,5480,6418,NO
MANHEIM,5,PONTIAC,RED,Covers,98946,MEDIUM,3847,6947,YES
OTHER,1,CHRYSLER,BLUE,Covers,37210,MEDIUM,11619,13049,NO
MANHEIM,8,FORD,GREEN,Alloy,75413,'MEDIUM SUV',4292,8112,YES
MANHEIM,2,CHRYSLER,SILVER,Covers,80402,MEDIUM,7219,8297,NO
OTHER,6,FORD,GOLD,Alloy,47524,'MEDIUM SUV',4827,8156,YES
MANHEIM,5,FORD,BLACK,Alloy,76957,VAN,5632,6583,NO
MANHEIM,4,FORD,BEIGE,Alloy,80974,'SMALL SUV',7669,10999,NO
MANHEIM,4,CHRYSLER,BLACK,Alloy,89952,CROSSOVER,6952,8008,NO
OTHER,7,CHEVROLET,BLUE,Covers,51772,VAN,4334,8465,YES
MANHEIM,5,CHRYSLER,RED,Alloy,80120,MEDIUM,3819,6976,NO
MANHEIM,4,DODGE,GREEN,Alloy,91709,MEDIUM,4229,7309,YES
ADESA,4,DODGE,SILVER,Covers,58589,MEDIUM,3245,6288,NO
ADESA,3,KIA,RED,Covers,42153,MEDIUM,4578,5444,NO
ADESA,3,KIA,SILVER,Covers,43332,MEDIUM,4774,5656,NO
ADESA,7,NISSAN,WHITE,Alloy,77578,MEDIUM,4255,7146,YES
OTHER,1,FORD,WHITE,Alloy,83090,CROSSOVER,17799,19723,NO
ADESA,4,NISSAN,BLACK,NULL,83454,LARGE,10162,11475,YES
ADESA,5,FORD,BLUE,NULL,69058,SPORTS,8304,11389,YES
ADESA,7,PONTIAC,SILVER,Covers,64139,MEDIUM,3680,6864,YES
MANHEIM,5,CHEVROLET,SILVER,Covers,91072,COMPACT,4271,7230,NO
OTHER,3,CHEVROLET,WHITE,Alloy,81220,'SMALL TRUCK',9261,13963,NO
MANHEIM,6,CHRYSLER,BLUE,Alloy,52324,MEDIUM,4023,4845,NO
OTHER,7,CHEVROLET,WHITE,NULL,106657,MEDIUM,2467,5283,YES
ADESA,6,CHEVROLET,GOLD,Alloy,67834,'MEDIUM SUV',4784,5667,NO
MANHEIM,8,MERCURY,SILVER,Alloy,64623,MEDIUM,3474,6397,YES
OTHER,6,BUICK,WHITE,NULL,85597,'MEDIUM SUV',5198,9779,YES
ADESA,4,FORD,SILVER,Alloy,82707,'SMALL SUV',6873,7923,YES
MANHEIM,9,FORD,BLACK,Alloy,109025,VAN,2365,5095,NO
MANHEIM,4,PONTIAC,WHITE,Covers,75638,LARGE,6003,9473,NO
MANHEIM,2,SUZUKI,SILVER,NULL,12628,MEDIUM,5657,6610,NO
ADESA,4,CHRYSLER,SILVER,Alloy,66192,MEDIUM,3137,3888,NO
ADESA,6,CHEVROLET,SILVER,NULL,89031,MEDIUM,2432,3127,YES
OTHER,7,FORD,GREEN,Alloy,81417,'LARGE TRUCK',2698,3414,NO
OTHER,6,MAZDA,BLACK,Alloy,59532,MEDIUM,5835,9007,YES
ADESA,3,HYUNDAI,GREY,Covers,63760,MEDIUM,6464,9981,NO
OTHER,2,DODGE,RED,Covers,52295,MEDIUM,7048,11006,NO
MANHEIM,6,CHEVROLET,SILVER,Covers,99249,LARGE,3220,3978,YES
ADESA,4,FORD,WHITE,NULL,68312,MEDIUM,3979,4797,YES
MANHEIM,6,CHEVROLET,BLUE,Covers,86462,LARGE,3582,6620,NO
OTHER,3,DODGE,SILVER,Alloy,83311,MEDIUM,5865,6834,YES
ADESA,5,DODGE,BEIGE,Covers,75890,VAN,4422,7751,NO
ADESA,5,FORD,WHITE,Covers,86677,MEDIUM,3201,6576,YES
MANHEIM,4,CHRYSLER,WHITE,Covers,67388,VAN,5033,5936,NO
ADESA,8,GMC,RED,Alloy,87653,'LARGE TRUCK',6733,10625,YES
OTHER,4,CHEVROLET,BLUE,Covers,75701,COMPACT,2596,3304,NO
MANHEIM,5,SATURN,BLACK,Alloy,73037,MEDIUM,3755,7515,NO
MANHEIM,3,MITSUBISHI,GREY,Covers,57287,MEDIUM,7730,11191,NO
ADESA,3,PONTIAC,BLUE,NULL,72621,VAN,0,0,YES
OTHER,4,FORD,WHITE,Alloy,83460,'SMALL TRUCK',4077,9233,NO
OTHER,5,CHRYSLER,SILVER,Covers,24346,MEDIUM,3882,7194,NO
MANHEIM,7,FORD,RED,Alloy,82652,'MEDIUM SUV',5457,9274,YES
MANHEIM,8,FORD,RED,Covers,83141,COMPACT,2175,4577,NO
MANHEIM,5,CHEVROLET,WHITE,Alloy,71710,'MEDIUM SUV',6360,9750,NO
MANHEIM,3,TOYOTA,MAROON,Alloy,15409,'LARGE TRUCK',16536,20976,YES
OTHER,5,TOYOTA,WHITE,Covers,80058,'LARGE TRUCK',6678,10030,NO
MANHEIM,5,JEEP,BEIGE,Alloy,76650,'MEDIUM SUV',8101,12552,YES
OTHER,5,FORD,GOLD,Alloy,84301,COMPACT,3495,6669,YES
MANHEIM,3,DODGE,BLACK,Covers,81789,MEDIUM,6963,10988,NO
MANHEIM,4,CHRYSLER,BLACK,Alloy,81884,MEDIUM,4874,8758,YES
ADESA,6,PONTIAC,SILVER,Alloy,80184,MEDIUM,2752,3472,NO
OTHER,3,FORD,WHITE,Alloy,81845,CROSSOVER,11000,12380,NO
OTHER,3,CHRYSLER,WHITE,Covers,60969,MEDIUM,7543,11374,NO
MANHEIM,7,MERCURY,BEIGE,Covers,84203,LARGE,4234,8061,YES
MANHEIM,6,NISSAN,SILVER,Alloy,97425,LARGE,6557,10691,YES
MANHEIM,4,CHEVROLET,MAROON,Alloy,67911,'MEDIUM SUV',8170,9324,NO
MANHEIM,2,MERCURY,BLUE,Alloy,74718,MEDIUM,12972,17074,NO
MANHEIM,7,JEEP,WHITE,Alloy,86787,'SMALL SUV',4377,9566,YES
ADESA,3,CHRYSLER,GREY,Covers,68048,SPECIALTY,10422,14671,YES
MANHEIM,8,FORD,WHITE,Alloy,86130,SPORTS,3851,6974,YES
MANHEIM,3,CHEVROLET,BLUE,Alloy,76450,MEDIUM,7461,11343,NO
MANHEIM,5,DODGE,OTHER,NULL,67864,'MEDIUM SUV',9260,10501,NO
ADESA,4,DODGE,WHITE,NULL,80790,VAN,4812,5697,YES
MANHEIM,6,CHEVROLET,BLACK,Special,88263,'LARGE TRUCK',8996,13831,NO
MANHEIM,3,FORD,GREY,Alloy,53915,LARGE,6042,7025,NO
MANHEIM,2,VOLVO,BLACK,Alloy,70132,SPECIALTY,11317,15384,NO
MANHEIM,6,FORD,BLUE,Covers,80302,VAN,2664,3377,NO
MANHEIM,7,MITSUBISHI,BLACK,Alloy,81033,'LARGE SUV',6835,9399,YES
ADESA,2,CHEVROLET,SILVER,Alloy,89002,LARGE,8602,12530,NO
MANHEIM,5,CHEVROLET,BLACK,Alloy,79020,'MEDIUM SUV',5984,6963,YES
OTHER,4,CHRYSLER,SILVER,Covers,72598,SPECIALTY,9577,13709,NO
OTHER,6,CHEVROLET,SILVER,Alloy,87759,'LARGE TRUCK',8795,12873,NO
MANHEIM,7,MINI,YELLOW,Alloy,84816,COMPACT,7575,8681,YES
MANHEIM,6,CHRYSLER,GOLD,Covers,76440,MEDIUM,2907,3640,YES
MANHEIM,5,CHEVROLET,WHITE,Alloy,81357,'MEDIUM SUV',7005,8065,YES
ADESA,3,PONTIAC,BLUE,Alloy,80174,MEDIUM,8803,13042,NO
MANHEIM,3,DODGE,RED,Alloy,70003,'MEDIUM SUV',10057,11362,YES
MANHEIM,5,JEEP,BLUE,Alloy,92584,'SMALL SUV',7979,11325,NO
MANHEIM,4,CHEVROLET,WHITE,Covers,82747,MEDIUM,4905,5797,NO
MANHEIM,4,CHEVROLET,GREEN,Alloy,55999,'MEDIUM SUV',7875,9005,YES
ADESA,5,FORD,GOLD,Alloy,84645,'LARGE TRUCK',5469,8768,NO
MANHEIM,6,DODGE,WHITE,Covers,93229,VAN,2904,3636,YES
MANHEIM,4,PONTIAC,GOLD,Covers,76229,MEDIUM,5696,9446,YES
MANHEIM,1,DODGE,BLACK,Covers,51647,MEDIUM,7257,8338,NO
ADESA,4,FORD,GREY,Covers,68610,'SMALL SUV',7595,11089,NO
OTHER,1,DODGE,SILVER,Covers,47136,MEDIUM,7808,8933,YES
MANHEIM,4,CHRYSLER,SILVER,Covers,53359,MEDIUM,4577,7648,NO
MANHEIM,5,CHRYSLER,PURPLE,Covers,58057,MEDIUM,3723,4521,NO
MANHEIM,6,CHEVROLET,SILVER,Alloy,94091,LARGE,3805,7090,YES
OTHER,2,DODGE,BLUE,NULL,57548,MEDIUM,8417,12027,YES
ADESA,7,DODGE,BLUE,NULL,95807,MEDIUM,2166,5247,YES
OTHER,4,DODGE,WHITE,Covers,59457,MEDIUM,5488,6427,NO
OTHER,6,DODGE,SILVER,Covers,105776,LARGE,1570,4770,YES
ADESA,8,FORD,SILVER,Alloy,62488,SPORTS,3629,6908,YES
ADESA,3,PONTIAC,BLACK,NULL,75087,MEDIUM,7119,8189,YES
MANHEIM,4,DODGE,BLUE,Alloy,75371,'MEDIUM SUV',8871,13154,NO
MANHEIM,7,CHEVROLET,SILVER,Alloy,104716,COMPACT,2004,4615,YES
OTHER,2,CHRYSLER,SILVER,Covers,42880,MEDIUM,7025,8087,NO
MANHEIM,5,CHEVROLET,MAROON,Alloy,76897,'MEDIUM SUV',7783,11362,YES
MANHEIM,7,CHEVROLET,BLACK,Covers,90687,LARGE,2659,3372,YES
MANHEIM,5,NISSAN,SILVER,Alloy,91675,'MEDIUM SUV',8139,11364,YES
MANHEIM,4,DODGE,WHITE,Covers,43878,MEDIUM,6290,9391,NO
ADESA,3,KIA,GOLD,Alloy,59654,CROSSOVER,7245,10436,NO
MANHEIM,6,SATURN,SILVER,Covers,75490,MEDIUM,4013,7414,YES
MANHEIM,8,HYUNDAI,GREY,Alloy,65069,LARGE,1756,2396,YES
OTHER,3,PONTIAC,BLACK,Covers,55561,MEDIUM,7421,11122,NO
ADESA,5,PONTIAC,WHITE,NULL,89142,MEDIUM,5160,6073,YES
MANHEIM,6,DODGE,RED,Alloy,81698,'LARGE TRUCK',7211,10998,YES
MANHEIM,3,KIA,ORANGE,Alloy,80160,MEDIUM,6088,9544,YES
ADESA,6,PONTIAC,WHITE,Alloy,71964,MEDIUM,3123,6380,YES
ADESA,6,TOYOTA,WHITE,NULL,71759,MEDIUM,4840,5727,YES
MANHEIM,4,PONTIAC,WHITE,Covers,72974,LARGE,6549,10013,NO
MANHEIM,1,CHEVROLET,WHITE,Covers,60962,MEDIUM,8722,9920,YES
OTHER,2,CHRYSLER,SILVER,Covers,73908,MEDIUM,6344,9307,NO
ADESA,5,MITSUBISHI,SILVER,Covers,83601,COMPACT,3436,4211,NO
OTHER,4,DODGE,BLUE,Covers,51233,MEDIUM,5798,9579,NO
MANHEIM,7,CHRYSLER,BLUE,Alloy,95699,MEDIUM,2836,6491,YES
MANHEIM,4,CHRYSLER,WHITE,Alloy,79970,MEDIUM,5532,8987,NO
ADESA,7,DODGE,SILVER,Alloy,95832,'MEDIUM SUV',4357,7570,YES
OTHER,6,FORD,BLUE,Alloy,80835,COMPACT,3161,3914,YES
MANHEIM,4,PONTIAC,SILVER,Alloy,75493,LARGE,6392,9849,NO
ADESA,3,KIA,SILVER,Covers,57489,MEDIUM,4789,5672,YES
OTHER,7,FORD,WHITE,Alloy,99025,SPORTS,3746,4546,YES
OTHER,6,MITSUBISHI,GREY,Covers,88663,MEDIUM,4156,4988,NO
MANHEIM,8,DODGE,BLUE,Covers,28750,VAN,3066,5314,NO
OTHER,7,DODGE,WHITE,Covers,76590,VAN,2901,3633,NO
MANHEIM,5,CHRYSLER,SILVER,Covers,60612,MEDIUM,3744,7482,YES
OTHER,1,CHRYSLER,BLUE,NULL,49504,MEDIUM,7329,8415,YES
OTHER,4,CHEVROLET,SILVER,Covers,77830,MEDIUM,3286,4049,YES
OTHER,4,CHRYSLER,BLUE,Covers,88531,VAN,5664,9767,NO
MANHEIM,5,CHRYSLER,BLUE,Covers,59356,MEDIUM,3844,4652,NO
OTHER,3,FORD,BLACK,Alloy,74109,LARGE,10033,11336,NO
ADESA,4,PONTIAC,SILVER,Alloy,89604,LARGE,6483,10769,NO
MANHEIM,6,NISSAN,GREY,Alloy,91007,LARGE,7250,11014,YES
OTHER,6,BUICK,WHITE,NULL,63850,LARGE,5139,6050,YES
OTHER,3,CHEVROLET,SILVER,Covers,70113,MEDIUM,6311,7316,YES
MANHEIM,5,FORD,RED,Alloy,75276,VAN,3681,4475,NO
MANHEIM,6,FORD,WHITE,Alloy,67800,'MEDIUM SUV',5743,9473,NO
OTHER,5,DODGE,GOLD,NULL,49843,'LARGE TRUCK',9202,13865,YES
MANHEIM,6,SATURN,WHITE,Covers,48557,MEDIUM,3424,4198,YES
ADESA,4,HYUNDAI,SILVER,NULL,76216,MEDIUM,4486,5345,YES
OTHER,2,DODGE,BLUE,Covers,49340,MEDIUM,8268,9429,NO
MANHEIM,6,JEEP,MAROON,NULL,75634,'SMALL SUV',4517,7598,YES
MANHEIM,7,BUICK,GOLD,Alloy,67148,'MEDIUM SUV',4446,7717,YES
MANHEIM,4,CHRYSLER,SILVER,Alloy,72928,MEDIUM,6478,9983,NO
MANHEIM,6,GMC,BLACK,Special,85645,'MEDIUM SUV',6645,7677,NO
MANHEIM,5,HYUNDAI,RED,Covers,85773,MEDIUM,3492,6602,YES
MANHEIM,7,FORD,WHITE,Alloy,69377,VAN,3132,5915,YES
MANHEIM,3,DODGE,BLUE,Covers,50440,MEDIUM,5904,9913,YES
MANHEIM,3,CHEVROLET,GOLD,Alloy,70912,MEDIUM,6564,7589,NO
MANHEIM,3,PONTIAC,WHITE,Alloy,57569,LARGE,6892,7943,NO
MANHEIM,4,KIA,MAROON,Covers,78951,MEDIUM,4483,7424,YES
OTHER,4,NISSAN,GREY,Covers,86487,MEDIUM,8898,12481,YES
OTHER,4,MITSUBISHI,SILVER,Covers,87622,COMPACT,5240,10898,NO
MANHEIM,8,DODGE,GOLD,Covers,93701,VAN,3578,7538,YES
MANHEIM,4,CHEVROLET,SILVER,Alloy,82178,'MEDIUM SUV',8145,9297,NO
MANHEIM,4,CHEVROLET,GOLD,Covers,59781,LARGE,4420,5274,NO
MANHEIM,4,HYUNDAI,GOLD,Covers,53841,MEDIUM,3837,4644,NO
MANHEIM,5,DODGE,SILVER,Alloy,82325,VAN,6418,9847,NO
MANHEIM,5,CHEVROLET,SILVER,Covers,80072,MEDIUM,3806,6708,YES
MANHEIM,3,DODGE,BLACK,Covers,68457,MEDIUM,6539,9975,NO
MANHEIM,4,FORD,WHITE,Alloy,55943,CROSSOVER,7832,8959,NO
OTHER,3,FORD,GREY,Alloy,74264,SPORTS,10789,12152,NO
OTHER,5,TOYOTA,SILVER,Covers,97385,MEDIUM,7561,10781,NO
MANHEIM,7,DODGE,BLUE,Alloy,51704,'LARGE TRUCK',6370,9814,NO
MANHEIM,2,HYUNDAI,GREEN,Covers,30553,COMPACT,6948,10289,NO
OTHER,6,SUZUKI,WHITE,Alloy,73898,COMPACT,1831,2477,YES
MANHEIM,3,TOYOTA,SILVER,Covers,51301,MEDIUM,11342,15003,NO
MANHEIM,6,PONTIAC,BLACK,Alloy,100684,MEDIUM,3574,6749,YES
OTHER,6,CHRYSLER,GOLD,NULL,81407,MEDIUM,3496,7262,YES
MANHEIM,8,MERCURY,SILVER,Alloy,77432,MEDIUM,2456,3152,YES
MANHEIM,4,SATURN,GREY,Alloy,86445,MEDIUM,5283,8584,YES
MANHEIM,5,CHRYSLER,WHITE,Covers,62919,MEDIUM,3723,4521,NO
ADESA,8,FORD,WHITE,NULL,79448,'SMALL SUV',4538,7746,YES
OTHER,6,CHRYSLER,GREY,Alloy,102161,MEDIUM,2523,4847,YES
MANHEIM,4,CHEVROLET,WHITE,NULL,70800,COMPACT,4734,7943,YES
MANHEIM,6,FORD,WHITE,Alloy,95736,MEDIUM,4486,8088,NO
MANHEIM,3,CHEVROLET,GOLD,Alloy,66138,LARGE,8789,9992,YES
OTHER,4,CHRYSLER,WHITE,Covers,68237,MEDIUM,4279,7811,NO
MANHEIM,4,CHEVROLET,BLUE,Alloy,41608,MEDIUM,6242,10328,YES
MANHEIM,2,PONTIAC,BLACK,Covers,75514,COMPACT,7485,10982,YES
MANHEIM,5,TOYOTA,RED,Alloy,67652,'LARGE TRUCK',9983,11282,NO
MANHEIM,5,KIA,GREEN,Alloy,64639,'MEDIUM SUV',5856,9314,YES
OTHER,4,DODGE,WHITE,Covers,59201,MEDIUM,5569,6515,NO
ADESA,5,DODGE,GREY,Covers,82792,'LARGE TRUCK',6619,7649,YES
MANHEIM,4,NISSAN,GREY,Alloy,73162,MEDIUM,9096,12377,NO
ADESA,7,FORD,BLACK,Covers,89834,COMPACT,2126,2796,YES
MANHEIM,4,FORD,SILVER,Alloy,76721,'LARGE SUV',9404,14486,NO
ADESA,2,DODGE,GREY,Covers,91063,SPECIALTY,10216,13528,YES
OTHER,7,CHEVROLET,WHITE,NULL,33990,COMPACT,2457,5447,YES
ADESA,4,PONTIAC,GOLD,Alloy,75583,MEDIUM,4395,5247,YES
MANHEIM,2,DODGE,GREY,Covers,73063,SPECIALTY,10028,14563,NO
MANHEIM,6,MITSUBISHI,GREY,Alloy,68196,'MEDIUM SUV',4620,8193,YES
ADESA,4,DODGE,RED,Covers,67128,COMPACT,3432,4207,NO
MANHEIM,3,DODGE,BLUE,Covers,36861,MEDIUM,5871,9226,YES
OTHER,3,CHEVROLET,BLUE,Covers,73802,MEDIUM,7276,10619,YES
MANHEIM,5,DODGE,BLACK,Covers,95180,VAN,4275,7457,YES
MANHEIM,7,CHEVROLET,MAROON,Alloy,94074,LARGE,3342,4109,YES
MANHEIM,2,PONTIAC,BLACK,Alloy,78000,LARGE,7609,8718,NO
OTHER,3,DODGE,BLACK,NULL,55680,SPECIALTY,9065,13122,YES
MANHEIM,3,MERCURY,BLACK,Alloy,66701,'SMALL SUV',8057,9202,YES
OTHER,5,CHRYSLER,PURPLE,Alloy,82481,MEDIUM,5524,9146,NO
ADESA,6,DODGE,BLACK,Alloy,82059,COMPACT,3067,5812,YES
MANHEIM,3,CHEVROLET,GOLD,Alloy,74398,MEDIUM,7087,8154,NO
MANHEIM,4,SUZUKI,BLUE,Covers,69990,MEDIUM,3739,6860,YES
ADESA,8,GMC,RED,NULL,92263,'MEDIUM SUV',6125,9228,YES
OTHER,7,NISSAN,GOLD,Alloy,62062,'MEDIUM SUV',5092,5999,NO
OTHER,6,FORD,BEIGE,NULL,77995,COMPACT,2602,3310,YES
ADESA,4,SUZUKI,GOLD,Special,62296,MEDIUM,3753,6824,YES
OTHER,4,PONTIAC,BEIGE,NULL,78098,MEDIUM,5529,8841,NO
OTHER,5,CHEVROLET,GREEN,Alloy,81103,MEDIUM,4734,5613,YES
MANHEIM,3,KIA,GREY,Alloy,51105,MEDIUM,6533,9802,NO
MANHEIM,8,CHRYSLER,SILVER,Alloy,69603,MEDIUM,2394,5633,YES
MANHEIM,3,DODGE,BLACK,Covers,61916,MEDIUM,5480,6418,NO
ADESA,5,CHEVROLET,GREY,NULL,82995,COMPACT,4135,7174,YES
MANHEIM,5,CHEVROLET,GOLD,Alloy,82610,VAN,5981,9583,NO
ADESA,5,DODGE,SILVER,Covers,87643,COMPACT,2755,6142,NO
MANHEIM,8,JEEP,SILVER,Alloy,87522,'SMALL SUV',5734,8239,NO
MANHEIM,2,CHRYSLER,SILVER,Covers,76860,VAN,0,0,NO
OTHER,6,CHEVROLET,RED,Alloy,66256,'MEDIUM SUV',6159,9930,NO
MANHEIM,7,DODGE,BLUE,Covers,69161,VAN,2507,3208,NO
MANHEIM,5,CHRYSLER,WHITE,Alloy,80898,MEDIUM,3923,7415,YES
OTHER,7,SATURN,SILVER,NULL,76851,MEDIUM,2987,5792,YES
MANHEIM,3,FORD,BLACK,Alloy,61819,SPORTS,11890,15176,NO
ADESA,7,FORD,GREY,Alloy,72295,'SMALL SUV',3811,6967,NO
ADESA,8,JEEP,BLUE,Alloy,90847,'SMALL SUV',4373,7692,NO
OTHER,3,DODGE,BLUE,Covers,86637,SPECIALTY,9777,11059,NO
OTHER,1,CHRYSLER,SILVER,Covers,41304,MEDIUM,9212,13215,NO
OTHER,3,SATURN,BLACK,Covers,67343,MEDIUM,5811,8753,NO
MANHEIM,4,CHRYSLER,BLUE,Covers,80688,VAN,6596,10061,NO
ADESA,3,SATURN,BLUE,Covers,75404,MEDIUM,6064,9740,NO
MANHEIM,3,CHRYSLER,WHITE,Covers,74921,MEDIUM,7409,11265,NO
MANHEIM,4,PONTIAC,RED,Alloy,62767,LARGE,5829,6795,NO
MANHEIM,6,DODGE,SILVER,Covers,107747,LARGE,3404,9178,YES
MANHEIM,7,FORD,SILVER,Alloy,105289,MEDIUM,2827,5518,YES
ADESA,4,PONTIAC,GOLD,Alloy,68144,LARGE,6858,10082,YES
ADESA,8,FORD,SILVER,NULL,79604,SPORTS,3697,6006,YES
OTHER,6,PONTIAC,WHITE,Alloy,80289,MEDIUM,3108,6752,YES
OTHER,2,CHRYSLER,WHITE,Covers,49014,MEDIUM,6697,9983,NO
ADESA,7,JEEP,BLACK,NULL,95188,'SMALL SUV',6620,10564,YES
OTHER,4,DODGE,BLACK,Covers,56790,MEDIUM,5569,6515,NO
ADESA,5,FORD,GREY,Alloy,86613,'LARGE TRUCK',3922,4736,NO
MANHEIM,6,JEEP,BLUE,Alloy,89774,'MEDIUM SUV',5952,9249,YES
MANHEIM,3,FORD,BLACK,Covers,59048,MEDIUM,7171,11101,YES
OTHER,4,CHRYSLER,SILVER,Covers,66249,MEDIUM,4116,4945,NO
MANHEIM,4,DODGE,GOLD,Alloy,62185,MEDIUM,3847,7116,YES
MANHEIM,6,FORD,GREY,Covers,76219,'LARGE TRUCK',5961,10630,NO
OTHER,2,FORD,GOLD,Alloy,87223,LARGE,9558,10823,NO
ADESA,2,KIA,GREY,Alloy,62591,CROSSOVER,7382,8473,NO
MANHEIM,4,JEEP,SILVER,Alloy,72918,'LARGE SUV',9770,14011,NO
MANHEIM,7,HYUNDAI,SILVER,Alloy,75880,'MEDIUM SUV',4458,7632,YES
MANHEIM,4,NISSAN,RED,Covers,84711,MEDIUM,8430,12848,NO
ADESA,3,FORD,GREY,Alloy,77334,LARGE,6281,7283,NO
ADESA,3,CHRYSLER,BLUE,Covers,81881,MEDIUM,5620,6570,NO
ADESA,6,CHEVROLET,RED,Alloy,75966,'LARGE TRUCK',5287,6210,NO
MANHEIM,5,GMC,BEIGE,Alloy,68990,'MEDIUM SUV',7387,11638,NO
ADESA,6,NISSAN,BLACK,NULL,93140,'MEDIUM SUV',8048,11803,YES
OTHER,3,FORD,GREY,Covers,74910,MEDIUM,5386,9074,NO
MANHEIM,8,NISSAN,BLACK,Covers,79753,COMPACT,2504,3204,YES
OTHER,4,CHEVROLET,BEIGE,NULL,63775,MEDIUM,5174,6088,YES
MANHEIM,5,DODGE,GOLD,Alloy,84315,'LARGE TRUCK',10591,16376,NO
OTHER,6,DODGE,GREY,Alloy,73300,'MEDIUM SUV',4463,5320,YES
OTHER,3,KIA,BEIGE,Covers,68431,MEDIUM,6059,9311,NO
OTHER,6,DODGE,SILVER,NULL,75540,MEDIUM,2369,5148,YES
MANHEIM,4,JEEP,SILVER,Alloy,63425,'MEDIUM SUV',9981,11279,NO
MANHEIM,7,CHEVROLET,SILVER,Covers,86190,MEDIUM,2216,2893,YES
ADESA,6,FORD,RED,Alloy,71830,'LARGE SUV',7475,8573,NO
MANHEIM,2,CHEVROLET,SILVER,Covers,94210,LARGE,8055,11551,NO
MANHEIM,6,MINI,GOLD,Alloy,82495,COMPACT,8269,11724,NO
MANHEIM,4,FORD,RED,Covers,57939,COMPACT,3668,4461,NO
OTHER,6,PONTIAC,SILVER,NULL,73298,LARGE,5816,8839,YES
MANHEIM,8,FORD,SILVER,Alloy,64375,MEDIUM,2097,4605,YES
MANHEIM,3,DODGE,GREY,Covers,68226,MEDIUM,5480,6418,NO
ADESA,7,MERCURY,GOLD,Alloy,56159,MEDIUM,2304,2988,YES
ADESA,1,SUZUKI,BLACK,Alloy,44971,MEDIUM,6468,9821,YES
OTHER,3,KIA,BLACK,Covers,60047,MEDIUM,4706,5582,NO
MANHEIM,7,MITSUBISHI,SILVER,Alloy,75751,'MEDIUM SUV',3797,4601,YES
MANHEIM,3,CHRYSLER,WHITE,Covers,72875,MEDIUM,6078,9441,YES
ADESA,5,DODGE,RED,NULL,67007,COMPACT,3091,6072,YES
ADESA,5,CHRYSLER,SILVER,Covers,57401,MEDIUM,3931,7161,NO
MANHEIM,4,JEEP,GOLD,Alloy,87448,'SMALL SUV',8335,9502,NO
OTHER,3,CHEVROLET,BLUE,Covers,67754,VAN,7434,11194,NO
ADESA,9,FORD,GREEN,NULL,64053,COMPACT,1948,4383,YES
ADESA,7,FORD,WHITE,NULL,85678,'SMALL TRUCK',2905,3637,YES
MANHEIM,4,DODGE,BLUE,Alloy,67575,COMPACT,3457,4234,YES
MANHEIM,3,PONTIAC,SILVER,Alloy,72738,LARGE,8772,9974,YES
MANHEIM,3,FORD,BLUE,Covers,74683,MEDIUM,4966,8377,YES
ADESA,5,NISSAN,WHITE,Alloy,76866,LARGE,8178,9332,NO
ADESA,8,CHEVROLET,WHITE,NULL,88389,VAN,2759,5532,YES
OTHER,6,CHEVROLET,SILVER,Alloy,85274,MEDIUM,5809,8948,YES
MANHEIM,5,DODGE,BLUE,Alloy,80599,'LARGE TRUCK',8859,10068,NO
OTHER,2,DODGE,BEIGE,Covers,47933,MEDIUM,7199,11079,NO
MANHEIM,5,PONTIAC,GREEN,Alloy,80144,LARGE,4208,5045,NO
MANHEIM,5,PONTIAC,GREEN,Alloy,74481,LARGE,5002,5902,YES
MANHEIM,3,FORD,SILVER,Covers,59617,MEDIUM,5299,6223,YES
MANHEIM,7,FORD,WHITE,Alloy,77737,SPORTS,3227,3985,YES
